0, 285.000000 
0, 248.000000 
0, 246.000000 
0, 296.000000 
0, 234.000000 
0, 170.000000 
0, 245.000000 
0, 247.000000 
0, 240.000000 
0, 252.000000 
0, 321.000000 
0, 306.000000 
0, 301.000000 
0, 283.000000 
0, 216.000000 
0, 326.000000 
0, 214.000000 
0, 256.000000 
0, 298.000000 
0, 216.000000 
0, 399.000000 
0, 251.000000 
0, 172.000000 
0, 273.000000 
0, 301.000000 
0, 168.000000 
0, 267.000000 
0, 254.000000 
0, 258.000000 
0, 203.000000 
0, 217.000000 
0, 298.000000 
0, 248.000000 
0, 232.000000 
0, 217.000000 
0, 224.000000 
0, 306.000000 
0, 218.000000 
0, 256.000000 
0, 305.000000 
0, 198.000000 
0, 266.000000 
0, 278.000000 
0, 226.000000 
0, 278.000000 
0, 236.000000 
0, 217.000000 
0, 194.000000 
0, 303.000000 
0, 211.000000 
